,average_act
2706,20.5
2216,17.4
5554,22.3504273504273
6719,22.5213675213675
7934,20.6
7242,19.5909645909646
1253,18.6
4641,16.5873015873016
4040,17.0757020757021
694,21.0805860805861
3290,21.1
3414,21.5
1957,19.4
3403,22.4
2721,19.6
6698,20.4212454212454
1585,20.7094017094017
1027,14.7
3187,24.3
3650,21.8864468864469
6380,19.6153846153846
4043,17.7594627594628
379,18.3943833943834
7449,20.6654456654457
4328,20.7142857142857
188,14.8778998778999
2015,19.6
4888,20.0
1923,20.6
1026,17.2
5582,16.978021978022
7580,22.1
757,18.3699633699634
2243,17.6
4941,20.0
4097,21.959706959707
1560,21.1831501831502
595,18.2234432234432
1503,22.7777777777778
296,22.0818070818071
3337,20.9
2101,17.5
1758,20.9267399267399
6302,24.6
7015,21.3980463980464
7174,20.8363858363858
377,19.5909645909646
6335,19.8840048840049
3233,21.5
3323,16.7
6852,21.031746031746
5340,21.0
1956,19.4
1593,17.954822954823
4854,23.0
6768,21.3003663003663
7968,21.7
1445,20.2
37,22.7411477411477
3496,20.4
6207,17.7
7665,22.9
3113,18.7
2281,15.4151404151404
5276,23.0
1521,21.5201465201465
7290,23.1807081807082
6819,27.4053724053724
893,19.1
1606,19.7912087912088
7860,23.2
4234,19.957264957265
1137,21.9
1808,19.1
6610,19.6642246642247
5677,25.8424908424908
5654,21.031746031746
4754,15.0
733,21.4468864468864
5608,21.1294261294261
965,18.8
342,15.02442002442
2722,17.3
4446,19.1758241758242
1850,19.3
1759,20.7411477411477
3271,21.8
4887,22.0
5258,21.0
3163,20.3
3606,13.3638583638584
6957,19.0537240537241
7835,22.4
5218,23.0
5648,20.5433455433455
2004,18.8
3956,22.8388278388278
4355,21.7155067155067
6822,20.3235653235653
1553,18.8876678876679
933,19.3
114,20.4700854700855
6036,15.2
4494,18.003663003663
2680,19.1
2321,22.008547008547
7000,22.6190476190476
6366,20.7387057387057
655,21.9108669108669
3532,22.6678876678877
4794,16.0
5860,21.8620268620269
3262,21.4
4315,23.6202686202686
6992,18.0769230769231
3805,24.2307692307692
6914,16.1721611721612
5734,23.986568986569
2818,16.9
5148,22.0
7797,20.5
4282,20.7142857142857
5519,18.6141636141636
4682,20.982905982906
4116,15.7814407814408
1581,21.6373626373626
4877,21.0
5953,21.5445665445665
5408,14.4871794871795
6743,20.2503052503052
161,22.3260073260073
3453,20.6
7451,24.6214896214896
3904,18.3211233211233
4808,21.0
94,20.1526251526252
7248,20.0549450549451
2049,20.9
6626,21.5689865689866
2960,19.9
801,16.4163614163614
324,18.980463980464
5205,17.0
7156,16.4896214896215
861,18.4
3673,19.2979242979243
4455,18.6630036630037
164,18.1257631257631
5858,23.9377289377289
5201,17.0
5836,20.6166056166056
6460,18.028083028083
5686,22.8876678876679
6242,18.5
1006,27.1
1219,25.0
5546,23.7423687423687
2853,26.4
7066,17.3687423687424
5699,20.3479853479853
7970,20.0
3282,21.8
6619,15.0976800976801
2914,21.0
2207,20.0
2313,25.1343101343101
4131,17.3199023199023
6522,19.7374847374847
1516,20.5995115995116
7083,18.0525030525031
1959,19.4
3836,22.032967032967
5727,20.2747252747253
6038,16.3
7036,20.1526251526252
1629,21.8180708180708
7914,22.3
6752,17.6617826617827
5213,20.0
4776,20.0
7375,20.5677655677656
1558,22.4407814407814
6941,21.8376068376068
4921,24.0
818,18.6385836385836
985,15.9
6591,23.4004884004884
1919,21.8
6849,17.3443223443223
7855,23.3
3038,20.7
3716,27.8205128205128
6952,20.3724053724054
1825,19.0
2875,20.5
7258,16.1721611721612
1332,22.6
990,14.3
1608,20.6776556776557
7256,21.007326007326
6206,17.7
6345,19.2735042735043
41,22.6434676434676
1551,21.1758241758242
2599,15.3
7300,25.5982905982906
263,21.2271062271062
809,24.8168498168498
5028,19.0
4540,22.8388278388278
5875,20.3968253968254
7459,18.6141636141636
1439,22.9
6649,20.6898656898657
1345,20.1
6932,20.5677655677656
7021,20.2747252747253
5320,22.0
7110,24.8901098901099
5449,22.7167277167277
3239,21.1
2533,20.7142857142857
447,16.7338217338217
762,17.6862026862027
2728,18.8
4680,19.7374847374847
3878,18.4676434676435
2598,20.4
6374,23.4004884004884
1477,21.989010989011
2429,21.2515262515263
1879,18.9
7511,18.2967032967033
4140,20.0549450549451
5180,20.0
7966,20.0
2906,19.3
4312,19.5421245421245
7413,19.2735042735043
6390,22.032967032967
6224,17.0
5621,16.5628815628816
3569,23.1562881562882
6938,20.9340659340659
6187,18.9
2463,21.5934065934066
3286,18.8
3307,20.8
6838,20.8852258852259
2087,16.2
6470,17.6617826617827
5137,24.0
1530,24.6947496947497
7404,24.2063492063492
4105,15.5616605616606
5594,22.2283272283272
822,15.2686202686203
3605,21.007326007326
3691,17.002442002442
6369,17.5885225885226
6552,20.8363858363858
898,19.4
3443,19.3
4037,17.026862026862
3918,15.7081807081807
364,19.8840048840049
7115,18.7118437118437
3214,21.0
6742,21.1294261294261
6073,20.0
1512,21.2148962148962
2583,14.6
6864,18.8827838827839
5588,22.2283272283272
3231,22.7
5628,23.1807081807082
2014,20.1
5987,22.2771672771673
4146,22.2039072039072
6709,19.4200244200244
2320,19.9328449328449
437,22.4725274725275
581,21.9108669108669
6454,20.6410256410256
7313,21.7887667887668
4134,16.2698412698413
556,17.2222222222222
6262,18.7
2758,21.3
5354,24.0
1442,21.1
1035,17.5
2488,22.6434676434676
4657,22.7411477411477
7276,16.7582417582418
5855,21.1050061050061
5930,19.957264957265
2268,19.0
4813,19.0
5174,22.0
5249,22.0
5711,20.958485958486
7882,22.6
4316,22.7167277167277
5746,22.5702075702076
7861,21.1
5743,21.9352869352869
3115,20.8
7838,23.7
3432,23.8
3550,20.7875457875458
3459,19.5
1509,21.0976800976801
1228,21.8
5084,25.0
7125,23.8888888888889
2976,20.1
3178,20.1
6551,24.4505494505495
7171,20.9096459096459
3454,20.7
7017,21.3247863247863
2258,17.4
2204,19.6
3452,24.0
3574,20.3235653235653
4673,19.1514041514042
24,17.026862026862
5579,20.2503052503052
6678,22.5213675213675
2762,18.2
1985,18.9
3132,19.0
5118,21.0
6191,20.6
3306,20.0
7460,22.7167277167277
610,22.1794871794872
2540,26.5995115995116
3188,23.7
23,15.6153846153846
5844,24.4017094017094
7866,23.7
5177,21.0
1940,19.6
6703,17.6617826617827
7767,14.6
803,17.1489621489621
6651,16.7826617826618
7759,22.3
2263,17.6
695,18.9072039072039
3388,22.3
2837,18.5
5087,21.0
3940,16.025641025641
7023,21.3247863247863
5797,13.7057387057387
1454,26.7973137973138
2744,18.6
7876,21.9
5651,19.9328449328449
6484,22.3992673992674
2147,20.2
5312,21.0
1519,19.8107448107448
418,21.2026862026862
5370,17.0
3909,24.8901098901099
1839,17.7
4286,18.2478632478632
1983,20.6
7543,22.2771672771673
4946,21.0
6881,23.5470085470085
2670,20.6
517,19.3223443223443
1017,19.2
7287,20.5433455433455
1318,20.3
683,19.2735042735043
283,20.9340659340659
5212,21.0
4920,21.0
651,22.1062271062271
6697,21.7887667887668
667,23.7423687423687
3903,17.4420024420024
5781,15.02442002442
3144,19.2
5657,21.1782661782662
5896,20.3724053724054
3191,22.0
2793,21.3
2576,23.0
4440,16.3919413919414
6233,18.0
5670,20.982905982906
1254,21.8
1596,19.3125763125763
4562,20.3235653235653
1146,20.2
6317,16.5873015873016
7919,20.7
4545,20.1770451770452
6384,21.4224664224664
5534,21.3736263736264
5065,22.0
1615,21.7765567765568
4181,21.007326007326
2531,22.8388278388278
5730,20.7875457875458
3961,28.5042735042735
704,20.8119658119658
229,17.026862026862
5995,20.4
1486,19.9304029304029
5693,18.3455433455433
3289,19.7
5161,22.0
99,21.6422466422466
1234,24.0
7717,20.4
2244,17.5
3462,24.9
7537,20.0549450549451
6393,20.3968253968254
2521,22.8144078144078
6793,15.6105006105006
1126,17.9
5680,21.959706959707
616,17.6862026862027
1239,20.0
182,21.6666666666667
6565,16.0989010989011
7539,22.0573870573871
6159,19.3
1719,19.9010989010989
7395,19.6642246642247
7801,21.4
1943,20.0
5798,15.02442002442
7719,21.9
617,16.2210012210012
6067,18.6
4242,17.4664224664225
3379,20.7
7764,15.4
682,19.4444444444444
3872,27.2588522588523
3241,21.3
3567,20.4945054945055
2743,19.6
4453,30.9462759462759
1201,19.8
4069,18.3943833943834
4844,19.0
7681,20.6
1573,20.4383394383394
6926,20.0549450549451
5011,18.0
6708,18.956043956044
2384,17.8327228327228
582,19.1514041514042
4356,19.2979242979243
5965,22.2039072039072
7278,17.4420024420024
2979,21.1
1578,20.0989010989011
2247,20.9
6328,23.4737484737485
1276,21.8
397,17.8815628815629
4399,17.4420024420024
4827,22.0
977,14.9
6528,22.008547008547
2900,18.6
6773,16.7826617826618
4383,22.3504273504273
1539,20.9145299145299
910,24.7
746,17.8083028083028
4602,19.6886446886447
7467,21.5689865689866
3249,21.3
3174,20.1
1190,20.4
1697,21.971916971917
1000,18.5
4747,16.0
869,19.5
5614,21.5689865689866
3246,21.2
4336,21.6910866910867
2954,20.0
6385,20.1282051282051
1030,29.6
6702,16.050061050061
7224,20.6166056166056
5474,21.6178266178266
7821,22.1
2833,20.5
4363,21.6422466422466
6805,15.6349206349206
7648,23.2
4293,18.7606837606838
4039,15.9035409035409
5432,16.6849816849817
7233,16.4896214896215
2952,19.7
4342,23.1562881562882
6609,26.3064713064713
7572,23.9
597,19.5421245421245
4496,21.2026862026862
6604,17.3931623931624
5478,22.032967032967
284,23.4493284493284
339,20.9096459096459
1266,22.4
7371,18.1257631257631
7682,20.8
2419,23.5470085470085
6245,19.3
4977,24.0
5290,21.0
6009,15.8
7541,21.4957264957265
4884,21.0
6534,16.4163614163614
3109,19.0
2528,22.5946275946276
6850,17.4664224664225
3957,20.2258852258852
6315,19.4444444444444
2411,25.1098901098901
3572,13.7545787545788
1986,19.7
840,22.0573870573871
3308,19.7
6904,20.6654456654457
1245,20.1
1928,20.7
4373,19.6886446886447
2200,19.4
1251,20.3
1685,22.8315018315018
3856,23.1562881562882
5664,18.1013431013431
2825,22.8
2923,20.0
5774,20.4945054945055
559,17.6617826617827
7982,22.3
3952,17.979242979243
1243,19.4
4016,17.3687423687424
6695,17.1245421245421
6267,18.8
143,19.4200244200244
5412,21.2026862026862
1715,18.5750915750916
5179,22.0
50,23.5225885225885
6225,23.1
6643,26.5262515262515
3708,17.1978021978022
1213,20.9
4886,18.0
4847,23.0
1068,20.5
2012,18.5
2836,20.5
6681,21.2026862026862
1768,22.5311355311355
5188,20.0
3197,20.5
7588,20.9
7461,23.4981684981685
619,16.7338217338217
1978,20.7
1567,21.5201465201465
5853,20.8119658119658
4028,18.1257631257631
4347,20.030525030525
4692,21.0
2095,26.2
4217,29.1636141636142
3782,15.5616605616606
612,18.003663003663
5974,21.4713064713065
6479,20.2014652014652
4812,23.0
374,21.4468864468864
1237,21.1
2662,17.0
1323,19.0
6200,18.6
7264,19.5177045177045
541,15.2930402930403
3003,23.8
4275,19.4200244200244
5068,23.0
5789,13.2417582417582
1328,21.7
328,21.6666666666667
2288,24.4017094017094
1506,20.9047619047619
7160,20.8608058608059
3969,15.4639804639805
1667,21.3711843711844
817,18.1990231990232
6987,22.7411477411477
668,16.6117216117216
288,19.1025641025641
5199,22.0
446,15.952380952381
144,22.5457875457875
6662,18.7118437118437
4729,20.0
1482,20.015873015873
6135,18.7
938,17.4
1034,17.8
3665,14.0720390720391
1102,17.8
3774,12.8266178266178
2163,15.0
3831,20.5921855921856
4839,24.0
3444,21.2
7259,19.9084249084249
4770,15.0
3683,22.960927960928
7478,23.0830280830281
7434,21.2271062271062
2037,20.4
754,15.7326007326007
4023,14.8290598290598
309,20.3724053724054
1651,22.4383394383394
4706,21.0
5913,22.0573870573871
6146,20.1
5111,24.0
950,22.3
5861,22.3015873015873
2735,26.8
2186,20.2
5450,19.2735042735043
3682,23.009768009768
5689,21.1294261294261
701,22.4969474969475
1072,16.6
4103,15.7570207570208
5905,22.9120879120879
6494,21.6666666666667
6150,19.6
1252,22.4
2929,16.7
1074,18.5
2094,18.9
3339,23.0
285,20.3235653235653
6875,21.4713064713065
1170,18.9
7045,21.3980463980464
2674,17.7
1352,22.6
358,16.8803418803419
3524,21.4
5040,21.0
3145,18.5
6526,22.3260073260073
4007,15.8058608058608
7488,18.9316239316239
7177,20.6654456654457
1263,20.7
6963,20.2503052503052
3678,22.0573870573871
6465,24.5970695970696
7689,22.2
2290,25.5738705738706
337,21.4224664224664
6973,19.8351648351648
1577,20.7899877899878
7853,22.3
5740,20.5433455433455
6338,19.3711843711844
940,20.9
649,21.1294261294261
5457,24.0842490842491
4550,19.4688644688645
4539,21.9352869352869
14,16.1648351648352
2714,17.9
4803,21.0
3489,20.3
7185,18.2478632478632
1324,19.7
1781,21.0683760683761
3004,22.0
6450,24.3284493284493
5250,22.0
1513,20.7484737484737
1156,20.3
115,15.5128205128205
1654,20.2771672771673
5426,15.4151404151404
1941,18.9
5823,17.6373626373626
6575,21.1050061050061
2824,23.6
5684,23.4004884004884
3652,24.4505494505495
5562,20.6166056166056
4879,24.0
4987,22.0
1744,21.7350427350427
554,18.8827838827839
3362,21.7
4321,22.985347985348
5467,20.2747252747253
4438,23.9133089133089
6803,17.2954822954823
1868,17.1
5147,20.0
6883,21.4713064713065
70,20.4945054945055
6782,17.1245421245421
1473,19.8400488400488
3706,21.3247863247863
2138,19.2
1028,16.0
805,15.8302808302808
2648,20.0
7540,24.98778998779
3261,20.4
1142,21.8
3441,20.3
1063,14.0
7327,22.7167277167277
7937,22.7
2414,20.2747252747253
1088,18.7
2977,19.9
1196,20.7
4145,18.5897435897436
4909,25.0
4654,18.5653235653236
7824,23.4
3512,20.7
7889,22.9
2943,19.7
6044,17.9
3609,14.2185592185592
4655,25.4273504273504
157,20.6654456654457
1304,18.4
5914,19.957264957265
7011,21.0805860805861
6885,19.7619047619048
5395,21.6422466422466
192,21.9352869352869
4745,16.0
6156,17.8
5407,14.8778998778999
6075,19.6
7098,19.4688644688645
6989,21.5445665445665
1636,20.5873015873016
1188,22.4
126,15.5128205128205
6174,19.2
3353,20.5
6500,25.4273504273504
81,23.0586080586081
2905,19.1
1210,19.8
4628,21.4957264957265
3823,23.3272283272283
2713,18.7
1096,22.5
4832,23.0
5668,19.0537240537241
6879,20.8363858363858
7619,21.0
7636,23.0
4730,22.0
1891,18.2
7862,22.8
7827,22.7
5439,18.980463980464
4959,21.0
4352,25.964590964591
6142,18.4
5471,21.3492063492064
6951,23.5714285714286
287,23.5470085470085
2385,22.4725274725275
2112,17.7
1384,20.2
4305,19.2979242979243
1414,20.8
6595,15.1221001221001
2840,20.8
1772,22.2820512820513
7372,23.5958485958486
6008,14.0
841,22.1306471306471
1721,20.4652014652015
5374,22.0
6521,22.5946275946276
2299,20.030525030525
6647,19.004884004884
4479,22.2527472527473
3671,19.7130647130647
6893,19.2002442002442
5809,13.8278388278388
797,19.004884004884
4687,21.959706959707
6920,22.3015873015873
1701,21.2466422466422
4638,24.2063492063492
7135,22.2039072039072
959,21.8
2149,19.0
1712,21.2368742368742
6582,20.5433455433455
3338,21.5
248,21.7399267399267
3265,21.2
4089,16.025641025641
7617,23.2
7113,22.1306471306471
6492,20.7875457875458
4004,17.7350427350427
4276,16.2454212454212
6627,21.3736263736264
4796,15.0
6633,20.6410256410256
3212,22.1
6241,19.8
4141,21.3980463980464
2433,24.7924297924298
6069,18.4
5445,20.6410256410256
4926,22.0
7732,22.1
3895,21.3736263736264
875,19.1
7849,22.4
6769,19.1514041514042
7734,22.0
589,20.2503052503052
7688,23.5
3841,22.2039072039072
4589,14.7557997557998
7952,19.4
5301,20.0
627,16.6849816849817
3093,21.0
6762,20.7631257631258
7151,22.2527472527473
7472,20.9096459096459
4945,25.0
4814,21.0
12,16.0720390720391
4362,19.9328449328449
4109,16.050061050061
6683,19.6642246642247
1067,18.5
6750,21.0805860805861
3258,20.4
4650,23.1807081807082
6491,20.4456654456654
5894,23.7912087912088
4056,13.9255189255189
4571,18.7606837606838
6759,23.7912087912088
89,21.8376068376068
3345,21.7
7957,20.3
2518,17.5152625152625
1801,21.2930402930403
1720,19.8327228327228
3959,15.2686202686203
2241,19.3
673,24.4749694749695
6896,21.4713064713065
5523,22.032967032967
4915,19.0
5211,22.0
4704,20.0
1235,20.4
6807,14.3894993894994
6209,17.0
7514,22.4481074481074
395,24.4993894993895
1613,17.2075702075702
3321,21.4
4448,22.1062271062271
4679,19.9084249084249
408,18.980463980464
7428,20.3968253968254
4441,17.5152625152625
1246,19.9
1582,20.4505494505494
7384,25.989010989011
6889,23.034188034188
7570,20.8
5247,23.0
1955,18.1
7265,22.3748473748474
5464,21.7643467643468
2068,18.7
3347,21.3
1295,20.3
3477,26.3
5483,21.0561660561661
1101,17.5
7921,21.9
2872,22.2
3350,22.8
2160,20.9
585,22.5702075702076
1302,21.5
3073,23.7
4404,20.5677655677656
4568,23.4004884004884
1729,22.030525030525
2957,21.0
1438,19.6
56,19.0781440781441
5385,24.0
5314,20.0
6309,18.7
5468,21.031746031746
4637,24.5238095238095
3094,19.8
6966,21.6910866910867
1657,22.7582417582418
6300,22.8
3198,20.6
4127,15.5128205128205
3603,21.7399267399267
6923,21.6910866910867
4333,22.0573870573871
6295,19.5
5413,21.2759462759463
5862,19.2490842490842
4473,23.034188034188
5378,21.0
988,15.3
5490,19.0537240537241
7136,20.982905982906
4746,16.0
6054,20.0
4504,21.1782661782662
1833,20.1
6507,19.1269841269841
7270,19.8107448107448
7730,22.2
6982,19.9084249084249
6281,18.6
4263,18.3699633699634
4755,13.0
4867,27.0
1869,17.9
6804,15.5128205128205
2802,14.4
7091,20.5677655677656
396,21.1538461538462
7355,23.7423687423687
4015,15.4151404151404
6586,25.5006105006105
5446,24.0598290598291
2088,16.3
1736,20.0891330891331
6928,24.2796092796093
7158,22.1550671550672
169,22.5946275946276
3723,24.4993894993895
4864,22.0
5288,21.0
4772,19.0
6085,19.3
5574,21.2271062271062
709,22.3748473748474
3702,20.3724053724054
2164,17.8
4918,22.0
530,21.4713064713065
5565,26.9169719169719
239,22.2771672771673
7477,18.2967032967033
5053,20.0
2272,21.9352869352869
1671,20.2869352869353
570,18.9316239316239
520,18.9072039072039
2464,21.0805860805861
1710,18.1208791208791
2936,19.2
1044,14.9
4707,18.0
7705,21.9
1936,17.5
3071,21.9
6091,20.0
2695,15.6
4331,22.0818070818071
211,19.7863247863248
5027,21.0
4220,20.7387057387057
5088,24.0
7949,20.2
1676,20.4481074481074
1544,20.960927960928
1732,21.7912087912088
3309,22.9
2453,23.4737484737485
4773,16.0
5121,19.0
4846,20.0
2361,22.4481074481074
6738,23.7423687423687
1185,20.7
738,19.9084249084249
7315,20.2991452991453
1078,17.0
1420,18.2
7672,21.4
1674,20.2405372405372
1224,22.3
2603,14.3
7325,22.5946275946276
5961,24.035409035409
7707,22.5
6856,15.8058608058608
2582,18.4
1696,21.3199023199023
5834,22.9120879120879
1709,19.4639804639805
7666,23.6
6287,18.4
1542,20.4529914529915
2569,19.8
6924,24.4505494505495
3252,19.8
7491,23.4981684981685
2715,17.6
1389,18.2
430,22.1550671550672
3133,16.0
2885,19.7
5988,21.4468864468864
563,16.8803418803419
6212,27.4
5606,23.986568986569
2791,19.9
7353,22.960927960928
1412,18.9
593,21.6666666666667
152,19.8107448107448
6784,21.2515262515263
3575,18.3943833943834
135,16.5873015873016
4973,21.0
291,20.2503052503052
5815,20.1282051282051
5935,20.4456654456654
3950,20.8608058608059
2364,20.3724053724054
6475,19.7863247863248
6131,19.2
5184,22.0
3967,14.95115995116
2307,21.031746031746
2606,21.2
3385,21.4
141,25.8424908424908
6090,19.2
4204,15.7081807081807
2584,19.2
3525,19.3
3943,17.6617826617827
6737,22.6190476190476
3893,19.4688644688645
2764,19.4
2436,23.6202686202686
3879,21.4224664224664
773,24.96336996337
6128,18.5
7690,24.5
6093,18.1
907,18.7
6935,20.3724053724054
2386,19.2979242979243
7726,22.5
6652,16.3186813186813
3825,21.9352869352869
190,21.3003663003663
4283,20.4456654456654
5618,21.6910866910867
6519,22.5946275946276
4842,16.0
686,17.2954822954823
6654,20.6898656898657
7209,21.5201465201465
4224,16.9291819291819
6453,21.0805860805861
5132,21.0
767,20.1037851037851
932,19.5
3445,23.2
353,14.5848595848596
3332,25.7
7201,20.6654456654457
3086,18.4
2202,19.9
3971,15.4639804639805
1883,19.2
7651,21.8
1175,19.4
7104,21.3492063492064
1456,23.1074481074481
7936,25.8
1749,18.5457875457875
4924,22.0
7442,21.4957264957265
6927,20.8852258852259
885,19.8
253,20.2503052503052
1368,20.5
7044,19.3467643467643
7508,21.0561660561661
1436,23.8
17,18.3137973137973
5202,20.0
6954,19.2979242979243
4563,20.1526251526252
1472,17.7106227106227
947,20.0
3230,23.1
5236,22.0
3413,20.7
7673,23.7
7973,20.4
2289,21.959706959707
1434,19.4
764,19.004884004884
2134,18.2
5278,24.0
1010,15.0
5550,21.1050061050061
163,19.4688644688645
756,21.2515262515263
6320,21.6910866910867
6177,18.9
2474,23.034188034188
2183,19.6
1055,16.5
5525,21.031746031746
3165,18.2
3855,22.3504273504273
3817,22.5457875457875
7318,19.6886446886447
1663,21.4761904761905
1386,18.4
2873,19.3
2597,18.0
2175,18.8
2829,22.5
3016,18.6
5120,23.0
5923,21.1294261294261
2643,20.1
2100,20.0
7847,19.8
1990,19.5
7485,23.4737484737485
941,17.9
7319,24.0842490842491
1802,18.1
6646,18.980463980464
3975,18.0769230769231
6658,21.5689865689866
1788,22.3064713064713
6344,23.034188034188
7254,21.3980463980464
2393,23.009768009768
2993,22.7
6625,18.0525030525031
2788,23.3
6945,19.8595848595849
497,20.2747252747253
47,25.8424908424908
1310,20.5
1598,19.6446886446886
1184,22.8
868,16.9
6672,20.982905982906
6653,16.6849816849817
1603,17.5030525030525
3830,23.009768009768
2799,22.4
5771,20.982905982906
1121,22.9
1765,20.4481074481074
1728,21.004884004884
7602,22.9
4084,17.3443223443223
7702,22.9
4999,21.0
5390,16.6849816849817
1271,21.1
1151,20.6
2144,22.5
2358,23.2051282051282
6112,22.4
2874,19.1
7528,20.3724053724054
4311,17.1489621489621
3367,20.2
6878,20.2991452991453
4587,20.006105006105
1835,18.4
3728,23.5470085470085
784,22.5702075702076
1015,16.8
5019,22.0
2879,19.3
5741,20.030525030525
4509,20.7875457875458
1247,20.3
6962,19.2002442002442
7386,25.6227106227106
1705,20.1819291819292
6049,18.6
613,15.7326007326007
7576,22.8
6690,25.4029304029304
2677,14.1
2575,20.2
5676,25.5250305250305
3766,24.1086691086691
4239,19.2735042735043
2269,18.2
4443,17.7838827838828
4627,22.1306471306471
731,19.9328449328449
4278,18.7362637362637
3013,24.8
3775,14.047619047619
2125,20.1
4155,19.1025641025641
1388,19.1
6227,18.5
605,19.8351648351648
2236,19.9
1305,22.0
1334,19.5
6730,19.2246642246642
7639,22.6
5967,19.2490842490842
1075,16.9
7241,22.3504273504273
3157,18.4
4360,21.7643467643468
5688,20.5677655677656
6192,18.2
6447,17.3687423687424
329,19.4688644688645
6240,18.3
4289,21.5445665445665
2615,18.4
5947,20.7387057387057
2629,13.6
7277,17.6129426129426
6147,18.9
1274,21.1
836,21.031746031746
387,20.4212454212454
2282,20.5677655677656
3376,21.9
7924,24.1
6823,17.8571428571429
2761,19.6
4710,16.0
4778,16.0
463,19.5421245421245
3990,17.1733821733822
6002,18.1
319,21.7887667887668
3104,18.6
3659,15.3174603174603
